Datetime,Text,coordinates,retweetCount,likeCount,rescue
2020-10-30 15:10:09+03:00,"#DEPREM
KUSADASI KORFEZI (EGE DENIZI) https://t.co/iTjlW1Ge28
30.10.2020, 14:59:29 TSİ
Büyüklük: 4.1
Derinlik: 8.1 km
#Kandilli",,226,,0
2020-10-30 15:10:35+03:00,"İzmir başta olmak üzere, çevre illerde ve yurt genelinde yaşayan vatandaşlarımıza önemli bilgilendirme...

Lütfen telefon ile iletişim yerine SMS, Facetime, Whatsapp ya da internet tabanlı benzer uygulamaları kullanmayı tercih ediniz.

İletişimin kesilmemesi önceliğimiz olmalı... https://t.co/irEcNttep1",,26,,1
2020-10-30 15:10:51+03:00,"İzmir'de 6.6 büyüklüğündeki depremin etkisiyle Bornova'da bir bina çöktü
https://t.co/4cqK48lFW9 https://t.co/ruZABZrvUJ",,912,,1
2020-10-30 15:10:57+03:00,"Alaska'da 2018 yılında meydana gelen 7.1 şiddetindeki depremde, öğrencilerin gösterdiği refleks.
İşte bunlar hep eğitim!

#Deprem https://t.co/8VZPnijgo2",,190,,0
2020-10-30 15:11:17+03:00,İzmir Bayraklı #deprem https://t.co/Q2NqQuaghR,,127,,0
2020-10-30 15:11:28+03:00,"Büyük geçmiş olsun, fena sallandık..

İzmir ve çevresi 
#Deprem

Büyüklük : 6.6 (Mw)
Yer : Ege Denizi, 17.26 km. Seferihisar (Izmir)
Tarih-Saat : 30.10.2020, 14:51:24",,150,,0
2020-10-30 15:11:30+03:00,"Seferihisar açıklarında meydana gelen 6.6 büyüklüğündeki #deprem Ada'mız dahil birçok yerde hissedildi. Hepimize geçmiş olsun diliyorum.

Herhangi bir can ya da mal kaybı olmaması en büyük temennimiz.

Güvercin Masamıza 444 71 14 numaralı hattan ulaşabilirsiniz.",,14,,1
2020-10-30 15:11:40+03:00,"Kentimizde meydana gelen deprem sonrası, binasında çatlak veya hasar meydana gelen hemşehrilerimizin bizlere 444 71 14 nolu telefon üzerinden ulaşmasını rica ederiz. 

Tüm halkımıza geçmiş olsun.","Coordinates(longitude=27.209739, latitude=37.7058348)",42,,1
2020-10-30 15:11:52+03:00,Çok büyük geçmiş olsun İzmir 🙏🏻 #deprem https://t.co/v2DF76PHFE,,122,,0
2020-10-30 15:11:55+03:00,"İzmir'de yıkılan binalar var 😔

#deprem https://t.co/dFGvR11HmG",,119,,0
2020-10-30 15:12:26+03:00,"Ege Denizi 'nde meydana gelen 6.6 şiddetindeki deprem sonrası, İzmir'de bazı bölgelerden toz bulutları yükseliyormuş. Allah'ım sen koru yarabbim.. :( https://t.co/4OvJJMi8C9",,167,,0
2020-10-30 15:12:27+03:00,bak yine deprem olmadı hayallerim yıkıldı falan yazmayin aminiza korum sizin cok fena öteki tarafa gittik geldik,,210,,0
2020-10-30 15:12:43+03:00,"Merkez üssü Ege Denizi olan, başta İzmir olmak üzere birçok ilimizde de hissedilen depremde can ve mal kaybı yaşanmamış olmasını diliyor, depremden etkilenen tüm vatandaşlarımıza geçmiş olsun dileklerimizi iletiyoruz. https://t.co/vpVcB8hWlg",,1658,,0
2020-10-30 15:12:44+03:00,"LÜTFEN CEP TELEFONU (Sesli görüşme) HATLARINI GEREKMEDİKÇE KULLANMAYIN. 
DATA HATTI (Whatsapp, Messenger, Twitter DM, SMS) ÜZERİNDEN HABERLEŞİN
#izmir #deprem",,2865,,1
2020-10-30 15:12:54+03:00,#Deprem anında ilk elden SMS atın durumunuzu yakınınıza bildirin. Sonra whatsap araması yapın. Normalde aradığınızda ulaşamıyorsanız bir daha denemeyin. SMS ve whatsap ile mesaj atmanız yapabileceğiniz en işlevli iki şey. Ötesini hatlar düzelene kadar zorlamayın.,,14,,1
2020-10-30 15:13:00+03:00,"#Ege Denizinde ilk belirlemelere göre 6.8 büyüklüğünde gerçekleşen depremden etkilenen tüm vatandaşlarımıza geçmiş olsun.

Allah (c.c) güzel ülkemizi tüm afetlerden muhafaza etsin..",,206,,0
2020-10-30 15:13:06+03:00,Geçmiş olsun güzel İzmir. Rabbim beterinden korusun. İnşAllah Can kaybımız olmaz. Depremi yaşamış Van halkı olarak Kalbimiz sizlerle🤲 #deprem,,236,,0
2020-10-30 15:13:09+03:00,"İzmir'in Seferihisar ilçesinde ilk belirlemelere göre 6,6 büyüklüğünde bir #deprem meydana geldi.

Beşir Derneği Ege Bölge Müdürlüğü'ne bağlı ekiplerimiz bölgede yaşanan gelişmeleri yakından takip etmektedir.",,161,,0
2020-10-30 15:13:13+03:00,Sığacık’ta deniz çekildi tekneler karaya oturdu. https://t.co/g2UqmJ47Rq,,423,,1
2020-10-30 15:13:18+03:00,"Geçmiş olsun İzmir..
#Deprem #İzmir https://t.co/vqj0ZU6JWv",,667,,0
2020-10-30 15:13:23+03:00,"İzmir'de #deprem oluyor biz İstanbul'dan hissediyoruz, bu olay sarsıntının şiddetini zaten belli ediyor. Umarım İzmir'de beklenen o büyük deprem budur ve inşallah bir can kaybı yaşanmadan atlattık diyebiliriz. Hepimize geçmiş olsun.",,222,,0
2020-10-30 15:13:23+03:00,Depremlerde ve acil durumlarda iletişimin kesilmemesi için internet tabanlı haberleşme uygulamaları ve SMS'i tercih edin. https://t.co/GU5529YDrh,,308,,0
2020-10-30 15:13:47+03:00,"Geçmiş olsun İzmir.
6.6 #Deprem https://t.co/b96D0w3zgC",,175,,0
2020-10-30 15:13:48+03:00,"İzmir'de 6.8 şiddetinde deprem olmuş, yıkılan binalar var..

Çok geçmiş olsun😔 İnşallah can kaybı yoktur🙏 #deprem https://t.co/2cIijtooLN",,198,,0
2020-10-30 15:13:54+03:00,"İzmir’de meydana gelen ve çevre illerde de hissedilen depremin can ve mal kaybına sebep olmamasını diliyor, sarsıntıdan etkilenen tüm vatandaşlarımıza geçmiş olsun dileklerimizi iletiyoruz. #deprem",,2072,,0
2020-10-30 15:14:37+03:00,"İzmir'de durum çok fena yıkılan apartmanlar var.  #deprem #izmirdeprem

 https://t.co/YoOMxIZpbM",,280,,0
2020-10-30 15:14:39+03:00,İzmir'den gelen görüntüler. #deprem https://t.co/JLWWqX1WXM,,582,,0
2020-10-30 15:14:46+03:00,#deprem geçmiş olsun İzmir 2020 son hızıyla devam ediyor. https://t.co/cZc3rgWV0e,,146,,0
2020-10-30 15:14:56+03:00,"Ege Denizi'nde meydana gelen ve birçok ilimizde hissedilen depremde can ve mal kaybının olmamasını temenni ediyor, depremden etkilenen tüm vatandaşlarımıza geçmiş olsun dileklerimizi iletiyoruz. https://t.co/1eiUGWTcUS",,111,,0
2020-10-30 15:15:01+03:00,İzmir'de meydana gelen #deprem sonrası bazı binaların yıkıldığı söyleniyor. https://t.co/STA0y0YUPb,,132,,0
2020-10-30 15:15:08+03:00,"Ege Denizi'nde deprem - Kandilli Rasathanesi: Kuşadası açıklarında 6,8 büyüklüğünde bir sarsıntı oldu https://t.co/gBoWbUqlCc https://t.co/lObEBKieYh",,208,,0
2020-10-30 15:15:59+03:00,1- Yaşanan deprem sonrası GSM operatörlerinin çökmesi oldukça kötü bir durum. Kişisel olarak neler yapılabileceğine dair birkaç önerim olacak. Eğer bu öneriler dikkate alınırsa en azından yoğunluk sebebiyle bu tür çökmeler yaşanmaz. Ayrıca depremi yaşayan herkese çok geçmiş olsun,,203,,0
2020-10-30 15:16:37+03:00,"İzmir'de maalesef hasar büyük.

#deprem https://t.co/0gRWuonn1a",,738,,0
2020-10-30 15:16:38+03:00,"Merkez üssü İzmir Seferihisar açıkları olan ve İstanbul'da da hissedilen 6.6 büyüklüğünde depremden etkilenen tüm vatandaşlarımıza geçmiş olsun dileklerimi iletiyorum. Rabbim, ülkemizi ve milletimizi her türlü afetten korusun. #deprem",,186,,0
2020-10-30 15:16:39+03:00,"Lütfen hatları meşgul etmeyin şu an bize ulaşmak isteyen ama ulaşamayanlar oluyor babama ulaşamıyorum lütfen mesaj ile haberleşelim hatları meşgul etmeyelim
#izmir #deprem",,116,,1
2020-10-30 15:16:54+03:00,"İzmir'de yıkılan binalar böyle görüntülendi. Rabbimden tek duam can kaybının olmaması.

Bu güzel ülkeyi her türlü felaketten muhafaza eyle Allah'ım. #Deprem https://t.co/SaaWsJpDMJ",,120,,0
2020-10-30 15:17:12+03:00,"İmâm Şafiî'nin duâsı:

Allah'ım her türlü âfet ve belâdan, gece ve gündüz gelecek musibetlerden, kutsallığının nuruna, kutluluğunun büyüklüğüne, temizliğinin azametine sığınırım. Hayırdan başka bizi her şeyden koru, bize yalnız hayır ver Allah'ım.

#deprem",,357,,0
2020-10-30 15:17:16+03:00,🔴Lütfen dikkat! https://t.co/CLVcRH4iNp,,300,,1
2020-10-30 15:17:42+03:00,"Mecbur kalmadıkça mobil hatları meşgul etmeyin.
#deprem",,188,,1
2020-10-30 15:17:46+03:00,"izmir bornova'da 8 katlı bina çöktü, enkaz altında kalanlar var. umarım can kaybı yaşanmaz... #deprem https://t.co/6rEEKnqtXL",,117,,1
2020-10-30 15:18:01+03:00,"LÜTFEN CEP TELEFONU (Sesli görüşme) HATLARINI GEREKMEDİKÇE KULLANMAYIN. 
DATA HATTI (Whatsapp, Messenger, Twitter DM, SMS) ÜZERİNDEN HABERLEŞİN
#izmir #deprem",,207,,0
2020-10-30 15:18:15+03:00,"Geçmiş olsun #izmir 

#deprem https://t.co/ubIXUVjx9i",,153,,0
2020-10-30 15:18:29+03:00,Lütfen cep telefonlarını meşgul etmeyin. Gerekmedikçe bir süre kimseyi aramayın. Ege'deki dostlar için meşgul etmeyin hatları. #deprem #izmir,,186,,1
2020-10-30 15:18:31+03:00,Yalvarıyorum lütfen sesimizi duyun İzmir'de deprem sonucu binamız bu halde 6 katlı 18 daire 18 koca aile batar kat inşa ettikleri için binasız kaldık bu bina artık tek bir sarsıntı dahi kaldırmaz  bu eve hiçbirimiz giremeyiz https://t.co/OnmVLsc0SV,,3277,,1
2020-10-30 15:19:09+03:00,"#İzmir #Seferihisar merkezli yaşanan depremin herhangi bir can ve mal kaybına sebep olmamasını diler;

@izmirbld ve Başkanı @tuncsoyer nezdinde tüm İzmirlilere geçmiş olsun dileklerimizi iletiriz. #deprem https://t.co/sWDXRgrrUg",,264,,0
2020-10-30 15:19:15+03:00,"Maalesef İzmir’de yıkılan binalar var, en büyük temennimiz can kaybı yaşanmaması. Çok büyük geçmiş olsun. #deprem #izmir  https://t.co/INRmBAx8jq",,180,,0
2020-10-30 15:19:16+03:00,"İzmir, İstanbul ve çevre illerde hissedilen depremden etkilenen tüm vatandaşlarımıza  geçmiş olsun diliyorum, can ve mal kaybı olmamasını temenni ediyorum.

Allah ülkemizi ve milletimizi tüm afetlerden muhafaza eylesin.",,131,,0
2020-10-30 15:19:47+03:00,"çok ciddi bir deprem, maalesef ciddi etkileri olabilir. arama kurtarma dahil acil durum iletişim ve koordinasyonunu rahatlatmak için telefon hatlarını acil değilse kullanmayalım. zor bir gün. güzel izmir, umalım bu günü mümkün olan en az acıyla atlatalım. 😞",,125,,1
2020-10-30 15:19:54+03:00,"İzmir'de 6.6 büyüklüğündeki depremin etkisiyle bir bina çöktü
#deprem
https://t.co/BsYzvMRukd https://t.co/MwaeyRcIDv",,129,,0
2020-10-30 15:20:02+03:00,"Deprem gibi acil durum ve afetlerde sevdiklerinize tek bir SMS'le güvende olduğunuzu bildirmek için ""Güvendeyim"" adlı uygulamamızı telefonunuza indirin. #deprem #izmir",,207,,1
2020-10-30 15:20:11+03:00,Ege Denizi’nde gerçekleşen ve birçok ilde hissedilen deprem hepimizi çok endişelendirdi. Bölgedeki son durum ve ihtiyaçlar konusunda sağlıklı bilgi akışına ihtiyacımız var. Aşağıdaki buton aracılığıyla bizimle iletişime geçebilirsiniz: https://t.co/oC2641YTcD,,673,,1
2020-10-30 15:20:18+03:00,İzmir'deki deprem çok ciddi :-(( İnşallah herkes hasarsız atlatmıştır :(,,126,,0
2020-10-30 15:20:20+03:00,"İZMİR DE BÜYÜK DEPREM...
İZMİR’E GEÇMİŞ OLSUN...
RABBİM CAN KAYBINDAN KORUSUN...
 https://t.co/RgltHnxQTs",,203,,0
2020-10-30 15:20:45+03:00,İzmir'de yaşanan #deprem'de çöken bir bina böyle görüntülendi.👇 https://t.co/DOh5CyCHNN,,198,,0
2020-10-30 15:20:52+03:00,#İzmir'de ilk belirlemelere göre 6.6 şiddetinde meydana gelen ve çevre illerden de hissedilen depremde can ve mal kaybının olmamasını temenni ederiz. Depremden etkilenen tüm vatandaşlarımıza geçmiş olsun dileklerimizi iletiyoruz. https://t.co/Uj24V6qJXG,,175,,0
2020-10-30 15:21:03+03:00,"TÜM VATANDAŞLARIMIZA ÖNEMLE DUYURULUR. OPERATÖRLERİN ISRARLA BU KONUDA ADIM ATMAMASINI KINIYORUZ...

#deprem #izmir https://t.co/vGMTpxy3wC",,238,,1
2020-10-30 15:21:11+03:00,"AFAD verilerine göre; 
merkez üssü Ege Denizi- Seferihisar olan 6.6 büyüklüğünde #deprem meydana gelmiştir.

Depremden etkilenen tüm vatandaşlarımıza geçmiş olsun.",,110,,0
2020-10-30 15:21:14+03:00,Depremin şiddeti gözle görülecek kadar büyük. Dualarımız İzmir ile. #deprem  https://t.co/Cn2azb3EDD,,130,,0
2020-10-30 15:21:15+03:00,Ege Denizi’nde gerçekleşen ve birçok ilde hissedilen 6.8 şiddetindeki deprem hepimizi çok endişelendirdi. Bölgedeki son durum ve ihtiyaçlar konusunda sağlıklı bilgi akışına ihtiyacımız var. @ahbap_izmir hesabına özel mesaj göndererek bizimle iletişime geçebilirsiniz.,,458,,1
2020-10-30 15:21:35+03:00,"Acil bir durum olmadıkça mobil aramaları kullanmayalım.

İletişimimizi İnternet üzerinden sağlayalım. 

#deprem",,363,,1
2020-10-30 15:21:39+03:00,İzmir'den gelen görüntüler. #deprem https://t.co/N1urGSVKfo,,200,,0
2020-10-30 15:21:40+03:00,"İzmir'de deprem anında bir binadan gelen çatırdı sesleri depremin şiddetini gösteriyor. 

#deprem https://t.co/7KUtJs9bgo",,155,,0
2020-10-30 15:21:52+03:00,Lütfen cep telefonlarını meşgul etmeyin. Gerekmedikçe bir süre kimseyi aramayın. Ege'deki dostlar için meşgul etmeyin hatları. #deprem,,37,,1
2020-10-30 15:22:09+03:00,Lütfen cep telefonlarını meşgul etmeyin. Gerekmedikçe bir süre kimseyi aramayın. Ege'deki dostlar için meşgul etmeyin hatları. #deprem #izmir,,53,,1
2020-10-30 15:22:09+03:00,#deprem çok kötü sallamış geçmiş olsun herkese https://t.co/cJc2mFobgc,,1668,,0
2020-10-30 15:22:24+03:00,"Geçmiş olsun İzmir... Dualarımız sizlerle 🙏🏻

#deprem  https://t.co/r0q7YRcSMj",,153,,0
2020-10-30 15:22:34+03:00,"1999 depremini yaşamış bir kişi olarak İzmir Bayraklı'da, deniz kenarında ve 15. katta yaşadığım bu depremi tarif etmek mümkün değil. Uçakta şiddetli türbülansa yakalanmış gibiydik. Umarım şehirde büyük hasar yoktur. Yandaki binanın durumu budur. https://t.co/wki1UXtvUV",,270,,0
2020-10-30 15:22:52+03:00,BİNANIN YARISI ÇÖKMÜŞ... https://t.co/UGRZUpvCrN,,275,,1
2020-10-30 15:22:56+03:00,"İzmir'de deprem sonrası birçok bina maalesef yıkıldı. Geçmiş olsun...
#deprem https://t.co/eGHV1dDClo",,111,,1
2020-10-30 15:23:05+03:00,İzmir'den gelen bir başka görüntü. #deprem https://t.co/hhBxt6UMcT,,112,,0
2020-10-30 15:23:12+03:00,"Geçmiş olsun #izmir 
İnşaallah #deprem de can kaybı yoktur

Merkez üssü #izmir olan; Muğla, İstanbul, Tekirdağ ve Çanakkale'de de hissedilen 6.6 büyüklüğünde bir deprem meydana geldi.",,151,,0
2020-10-30 15:23:19+03:00,Lütfen yetkililerin oradaki insanlara ulaşılabilmesi için arama yapmayalım bir süre. Dışarı çıkanlar apartman altlarında beklemesin. Sağlık çalışanlarının üstüne bir yük daha binecek. Yardımcı olalım.,,31,,1
2020-10-30 15:23:44+03:00,"#İzmir’de 6.6 büyüklüğündeki #deprem sonrası yıkılan binalar var.
#FOXHaber https://t.co/OtkCXetD4L",,105,,0
2020-10-30 15:23:45+03:00,"Meydana gelen deprem sebebiyle başta #İzmir'liler olmak üzere tüm milletimize geçmiş olsun dileklerimi iletiyorum.

Can kaybı olmaması için Cenab-ı Allah'a dua ediyoruz.

Geçmiş olsun #izmir",,453,,0
2020-10-30 15:23:58+03:00,"İzmirim, canlarınıza en ufak zarar gelmemiş olması en büyük dileğim... Çok geçmiş olsun... #izmir #deprem

 https://t.co/JQZJ6JYiq6",,164,,0
2020-10-30 15:24:04+03:00,"Özellikle deprem bölgesindeki dostlara:

1- Wİ-Fİ parolalarınızı kaldırın. Bu sayede iletişim ağını genişletin.
2- Sesli arama yerine SMS kullanın.
3- Sosyal medyadaki otomatik video izleme modunu kapatın. Video paylaşmayın.
4- Veriyi çok tüketen uygulamardan uzak durun. #deprem",,1089,,1
2020-10-30 15:24:11+03:00,#deprem  yeni görüntüler https://t.co/wHxVEQgbHE,"Coordinates(longitude=28.6321043, latitude=40.8027337)",321,,0
2020-10-30 15:24:17+03:00,"Lütfen Cep Telefonuyla konuşmak yerine SMS hizmetlerini kullanın.

Arama kurtarma ekiplerinin işini kolaylaştırın. #Deprem #İzmir",,104,,1
2020-10-30 15:24:19+03:00,"Duamız ve kulağımız İzmir’den gelecek, yüreğimizi hafifletecek iyi haberlerde.

Rabbim ülkemizi ve milletimizi her türlü felaketlerden muhafaza eyle
#deprem",,249,,0
2020-10-30 15:24:28+03:00,"İzmir’de görüntüler çok üzücü. Tek ümidimiz inşallah bir can kaybı yaşanmamıştır.  #deprem

 https://t.co/nJsIBzdoHt",,192,,0
2020-10-30 15:24:38+03:00,"[ÖNEMLİ UYARI]
Lütfen her yerden yayın

Enkaz alanlarında vatandaşlar yüksek sesle konuşmasın, bağırmasın, arama kurtarma çalışmalarına engel oluyor

Kimse hasarlı binalara evlere girmesin

Telefon değil web tabanlı uygulamalar ve sms ile iletişimi tercih edin

#deprem https://t.co/3AmNMNMXmj",,16,,1
2020-10-30 15:24:38+03:00,Çok geçmiş olsun... #Deprem #İzmir,,108,,0
2020-10-30 15:24:52+03:00,"deprem mizahı utanç vericidir.
deprem mizahı iğrenç bir durumdur.
deprem mizahı zeka geriliği göstergesidir.
deprem mizahı hastalıktır.
deprem mizahı insanlık dışıdır.",,458,,0
2020-10-30 15:25:03+03:00,disari ciksan virüs.. evde dursan deprem.. anasini sikeyim böyle hayatin,,236,,0
2020-10-30 15:25:06+03:00,Geçmiş olsun İzmir! #deprem,,152,,0
2020-10-30 15:25:07+03:00,1 arpa boyu hazırlığımız yok 17 Ağustos depreminden bu yana! https://t.co/ZSZSHOHGR2,,154,,0
2020-10-30 15:25:14+03:00,"Geçmiş olsun | Ege Denizi’nde meydana gelen 6.8 şiddetindeki depremden etkilenen vatandaşlarımıza geçmiş olsun dileklerimizi iletiyor, can kaybının olmamasını temenni ediyoruz. https://t.co/MSMDL04hqI",,596,,0
2020-10-30 15:25:24+03:00,"Maalesef #deprem’in yıkıma neden olduğu görülüyor
-Lütfen yıkım görüntülerini paylaşmayın
-Çocuklarınız varsa olabildiğince sakin kalın ve onlara yakın durup sarılın, bunun deprem olduğunu ve geçtiğini söyleyin 
-Uzaktalarsa arayıp iyi olduğunuzu iletin ve mümkünse yanlarına gidn",,71,,1
2020-10-30 15:25:36+03:00,"Merkez üssü #EgeDenizi olan #deprem'den etkilenen tüm vatandaşlarımıza geçmiş olsun dileklerimi iletiyor, can kaybı olmamasını temenni ediyorum. 

Rabbim ülkemizi ve milletimizi her türlü felaketten korusun🤲",,143,,0
2020-10-30 15:25:40+03:00,Önemli duyuru!  #deprem https://t.co/2pLBFf74tq,,86,,1
2020-10-30 15:25:43+03:00,Lütfen destek ekibi oluşturalım . Yıkılan binalar var . Ulaşamayanlar İnternetten arayın . Arama kurtarma ekipleri için telefon araması yapmayın.  . ⁦@DepremDairesi⁩ https://t.co/q8KDlYvHxP,,51,,1
2020-10-30 15:25:43+03:00,"DİKKAT!
İzmir'de meydana gelen deprem sonrası ZORUNLU olmadıkça şebekeyi ve internet tabanlı konuşma servislerini MEŞGUL ETMEYELİM. 

Eğer kullanmak zorundaysak internet servislerini (WhatsApp, FaceTime, BiP gibi) kullanalım. 
Telefon şebekelerini lütfen meşgul etmeyelim. https://t.co/h2YeL7KaRE",,109,,1
2020-10-30 15:25:44+03:00,"Acil durumlar için: İnternet olmadan çalışan, iletişim ağınızın kopmamasını sağlayan mesajlaşma uygulamaları:

1- Firechat (Hata veriyor)
2- Bridgefy
3- Flows
4- Signal offline messenger
5- MeshTalk #deprem

*İnternet ile çalışan telsiz uygulamaları

1- Zello
2- Heytell
3- Voxer",,349,,1
2020-10-30 15:25:52+03:00,Allahım sen yardım et.. #deprem https://t.co/YkS1izG4Ku,,959,,0
2020-10-30 15:26:01+03:00,Geçmiş olsun İzmir🙏  #İzmir #deprem,,225,,0
